,GrLivArea,MSZoning,LotFrontage,LotArea,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SaleCondition,price_sfgr,price_sf,perc_1stflr,house_footprint,house_ga_footprint,RoomSize,QualXSF,CondXSF,BsmtGLQSF,BsmtALQSF,BsmtBLQSF,BsmtRecSF,BsmtLwQSF,Bsmt_Y,OutdoorSpace,AgeSold,gaudist_LincolnGrand,gaudist_GreekCircle,gaudist_OntarioND,gaudist_Stange13,gaudist_Grand13,gaudist_Grand24,gaudist_BloomStange,gaudist_IC3069
49,1230,RM,60.0,10440,Corner,1Fam,2Story,5,6,None,0.0,TA,TA,PConc,TA,TA,No,440.0,440.0,Gd,682,548,0,0.0,0.0,1,1,2,1,TA,5,0,2.0,440.0,Normal,89.4308943089431,65.86826347305389,0.5544715447154471,0.0653256704980842,0.1074712643678161,246.0,6150,7380,0.0,0.0,0.0,0.0,0.0,1,202,28,0.7749127276439126,0.2861924984342788,0.009154712556570358,0.3615725519305929,0.9698519150739934,0.6995451247554723,0.11809290061649283,0.034133074293807984
50,2592,RL,60.0,10890,Inside,Duplex,2Story,5,6,None,0.0,TA,TA,PConc,TA,TA,Mn,925.0,1296.0,Fa,1296,1296,0,2.0,0.0,2,0,6,2,TA,12,0,0.0,0.0,AdjLand,57.87037037037037,38.58024691358025,0.5,0.1190082644628099,0.1190082644628099,216.0,12960,15552,0.0,0.0,0.0,371.0,0.0,1,982,57,0.2985096396961113,0.9111139792065729,0.25163228906840635,0.5298714896670874,0.18481308538981908,0.06761187348197047,0.04754316157338981,0.03392980278852534
51,1565,FV,32.0,3784,Inside,TwnhsE,1Story,8,5,Stone,36.0,Gd,TA,PConc,Gd,TA,No,1451.0,1511.0,Ex,1565,0,0,1.0,0.0,2,0,2,1,Gd,5,0,2.0,476.0,Partial,123.83386581469648,63.00390117035111,1.0,0.413583509513742,0.5393763213530656,313.0,12520,7825,60.0,0.0,0.0,0.0,0.0,1,120,0,0.11900176442494609,0.20733249762747405,0.2184882047572293,0.728251117595092,0.3030520566863841,0.4307851691482573,0.8393822015578497,0.00043047360467313904
52,1868,RL,78.0,12090,Inside,1Fam,SLvl,6,7,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,585.0,585.0,Ex,1140,728,0,0.0,0.0,3,1,3,1,TA,7,1,2.0,477.0,Abnorml,95.28907922912204,72.56420709335508,0.6102783725910065,0.0942928039702233,0.1337468982630273,266.85714285714283,11208,13076,0.0,0.0,0.0,0.0,0.0,1,380,4,0.07225534484735818,0.06983879124885042,0.0552849143295829,0.3960895650834251,0.27418543198429474,0.5719580238613323,0.9426346736561799,0.00011842655100656833
53,1422,RL,63.0,8500,FR2,1Fam,1Story,7,5,BrkFace,106.0,Gd,TA,PConc,Gd,TA,Av,1422.0,1422.0,Ex,1422,0,0,0.0,0.0,2,0,3,1,Gd,7,0,2.0,626.0,Normal,126.30098452883264,63.15049226441632,1.0,0.1672941176470588,0.2409411764705882,203.14285714285717,9954,7110,0.0,0.0,0.0,0.0,0.0,1,252,3,0.006241832488699826,0.11901319780400496,0.37772971747923056,0.05684769644054021,0.0030291290284957056,0.0008744268519366554,0.003220314820395139,0.0006209017527086315
54,1200,RL,60.0,10800,Inside,Duplex,1Story,5,5,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,0.0,1200.0,TA,1200,0,0,3.0,0.0,3,0,3,1,TA,5,0,0.0,0.0,Alloca,149.16666666666666,74.58333333333333,1.0,0.1111111111111111,0.1111111111111111,240.0,6000,6000,1200.0,0.0,0.0,0.0,0.0,1,120,21,0.17292618523121003,0.6737122226434846,0.5582032964182674,0.7269226192184088,0.17029774648763293,0.09718859920481555,0.15001206806324377,0.0052993054823454525
55,1641,RL,70.0,10759,Corner,1Fam,1.5Fin,5,4,None,0.0,TA,Gd,CBlock,Gd,TA,No,0.0,1001.0,TA,1001,640,0,0.0,0.0,2,0,4,1,TA,5,1,2.0,490.0,Normal,85.31383302864107,52.99015897047691,0.6099939061547837,0.0930383864671437,0.1385816525699414,328.2,8205,6564,0.0,811.0,0.0,0.0,190.0,1,92,36,0.1110083458397352,0.4570479281355374,0.6773740568838718,0.7484419137849544,0.1503665803486196,0.11648913307434663,0.27403575553385806,0.001449344203284166
56,1973,RL,110.0,14226,Corner,1Fam,1Story,8,5,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,1935.0,1935.0,Gd,1973,0,0,0.0,0.0,2,0,3,1,Gd,9,1,3.0,895.0,Partial,200.20273694880893,101.07471852610033,1.0,0.1386897230423169,0.2016026992830029,219.22222222222223,15784,9865,0.0,0.0,0.0,0.0,0.0,1,360,1,0.007909521624231367,0.019158772302543363,0.10699965268470964,0.18075861777167299,0.042431857737285514,0.12316470346015679,0.7938676083477968,3.581451149770963e-06
57,1248,RL,80.0,10800,Inside,1Fam,1Story,5,7,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,616.0,1248.0,Ex,1248,0,0,1.0,0.0,1,0,3,1,TA,6,0,1.0,286.0,Normal,121.39423076923076,60.69711538461539,1.0,0.1155555555555555,0.142037037037037,208.0,6240,8736,0.0,632.0,0.0,0.0,0.0,1,0,46,0.5293982561285333,0.25688657093428285,0.021308170483317432,0.5148337243608921,0.9327087002980665,0.933387908691836,0.31025828895061713,0.008537822747396838
58,2418,RL,96.0,10542,Inside,1Fam,2Story,7,5,BrkFace,651.0,Gd,TA,PConc,Gd,TA,Gd,138.0,1311.0,Ex,1325,1093,0,1.0,0.0,2,1,3,1,Gd,9,1,3.0,983.0,Normal,141.02564102564102,91.44542772861357,0.5479735318444996,0.1256877252893189,0.2189337886549042,268.6666666666667,16926,12090,1173.0,0.0,0.0,0.0,0.0,1,620,14,0.050308540440639954,0.13644301692947772,0.33566088414499645,0.566584680070844,0.14256288949027135,0.2243353955645171,0.7875014515277334,0.00011447288617604238
59,1755,RL,93.0,11949,Inside,1Fam,2Story,7,8,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,158.0,975.0,Ex,975,780,0,0.0,1.0,2,1,3,1,Gd,7,1,2.0,524.0,Normal,133.9031339031339,86.08058608058609,0.5555555555555556,0.0815967863419533,0.1254498284375261,250.7142857142857,12285,14040,601.0,216.0,0.0,0.0,0.0,1,562,1,0.09361370149599897,0.19293730245685617,0.2692306642738034,0.6978741993649941,0.2418082438227888,0.34833444740507896,0.8235887472692557,0.00030416392236899974
60,672,RM,61.0,8534,Inside,1Fam,1Story,4,4,None,0.0,TA,TA,BrkTil,Fa,TA,No,432.0,432.0,TA,672,0,0,0.0,0.0,1,0,2,1,TA,4,0,0.0,0.0,Normal,107.14285714285714,65.21739130434783,1.0,0.0787438481368643,0.0787438481368643,168.0,2688,2688,0.0,0.0,0.0,0.0,0.0,1,112,56,0.9149651647872222,0.770934148600751,0.032937930838046144,0.4540218548722276,0.6101108235359328,0.24023024183917532,0.047266101743307094,0.14698701961707555
61,1626,RL,70.0,10512,Inside,1Fam,1.5Fin,6,6,None,0.0,TA,TA,CBlock,TA,TA,No,497.0,988.0,Ex,988,638,0,0.0,0.0,1,1,3,1,Gd,6,0,1.0,332.0,Normal,94.71094710947108,58.91354246365723,0.6076260762607626,0.0939878234398782,0.1255707762557077,271.0,9756,9756,0.0,0.0,491.0,0.0,0.0,1,366,53,0.07455366430542962,0.4861854401903287,0.702309999221395,0.44515215512357004,0.06304369118694758,0.031058274049939407,0.06940321598640792,0.002737899007230182
62,1726,FV,30.0,3830,Inside,TwnhsE,1Story,6,5,Stone,280.0,Gd,TA,PConc,Gd,TA,No,1726.0,1726.0,Ex,1726,0,0,0.0,0.0,2,1,2,1,Gd,6,1,2.0,561.0,Partial,128.62108922363848,64.31054461181924,1.0,0.4506527415143603,0.5971279373368146,287.6666666666667,10356,8630,0.0,0.0,0.0,0.0,0.0,1,254,1,0.12081052913828969,0.20920059780017808,0.21723426152326653,0.731278647732555,0.3066111195033311,0.4344264323188227,0.8377728160041438,0.00044204450390445755
63,2748,RL,108.0,13418,Inside,1Fam,2Story,9,5,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,430.0,1850.0,Ex,1850,898,0,1.0,0.0,2,1,4,1,Ex,9,1,3.0,850.0,Abnorml,141.92139737991266,84.81948673336233,0.673216885007278,0.137874496944403,0.2012222387837233,305.3333333333333,24732,13740,1420.0,0.0,0.0,0.0,0.0,1,394,2,0.010370162669655696,0.026989011605545545,0.14287735204156568,0.22314416841070406,0.050069573120509456,0.13135103366781525,0.8100022572790725,5.994661775510839e-06
64,894,RL,75.0,10650,Corner,1Fam,1Story,5,6,None,0.0,TA,TA,CBlock,TA,Gd,Av,0.0,894.0,TA,894,0,0,1.0,0.0,1,0,3,1,TA,5,0,1.0,308.0,Normal,143.40044742729307,71.70022371364654,1.0,0.0839436619718309,0.1128638497652582,178.8,4470,5364,0.0,712.0,0.0,0.0,182.0,1,365,34,0.0046597699897514945,0.09612212845847444,0.6298699141805133,0.07631664300758377,0.0033323394916859274,0.0013949814864136463,0.008681450092801014,0.0001634296543304637
65,2470,RL,106.0,12720,Inside,1Fam,1Story,10,5,Stone,680.0,Ex,TA,PConc,Ex,TA,Gd,278.0,2535.0,Ex,2470,0,0,2.0,0.0,1,1,1,1,Ex,7,2,3.0,789.0,Normal,248.98785425101212,122.87712287712289,1.0,0.1941823899371069,0.2562106918238994,352.85714285714283,24700,12350,2257.0,0.0,0.0,0.0,0.0,1,219,5,0.013942840926185527,0.03653986028191142,0.1703780229499682,0.26950477906479997,0.06162530553198931,0.14852727511788652,0.8343022056773142,1.0115873388786607e-05
66,1174,RL,96.0,12250,Inside,1Fam,1Story,5,6,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Mn,83.0,864.0,Ex,1174,0,0,1.0,0.0,1,0,3,1,TA,5,0,2.0,528.0,Normal,134.58262350936968,77.5269872423945,1.0,0.0958367346938775,0.1389387755102041,234.8,5870,7044,0.0,781.0,0.0,0.0,0.0,1,491,30,0.00468828699482223,0.09822124129737753,0.5413577650489961,0.06625170139017093,0.0029545249295320234,0.0010955559117325842,0.006000912496269789,0.0002270591888609253
67,1324,RL,48.0,6240,Inside,TwnhsE,1Story,8,5,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,461.0,1324.0,Ex,1324,0,0,1.0,0.0,2,0,2,1,Gd,6,1,2.0,550.0,Normal,191.8429003021148,95.9214501510574,1.0,0.2121794871794871,0.3003205128205128,220.66666666666663,10592,6620,863.0,0.0,0.0,0.0,0.0,1,230,3,0.02695542675633274,0.05344591462170239,0.1440232884821218,0.3506319191812232,0.11038832489464313,0.2474108842315421,0.9492176086631356,2.6811115317072167e-05
68,2447,RL,50.0,9638,Inside,1Fam,1.5Fin,6,7,None,0.0,TA,TA,PConc,TA,TA,No,804.0,804.0,Ex,1699,748,0,0.0,0.0,2,0,4,1,Gd,10,1,1.0,336.0,Normal,69.06416019615857,51.984004921562594,0.6943195749897834,0.1762813861797053,0.2111433907449678,244.7,14682,17129,0.0,0.0,0.0,0.0,0.0,1,314,20,0.4260178166340776,0.982443796188498,0.1802384140411791,0.5716616794438036,0.2675987566497259,0.0993163945887822,0.05281877261849119,0.05244323983077118
69,2199,RL,84.0,9660,Inside,1Fam,2.5Unf,8,5,BrkFace,1290.0,Gd,TA,PConc,Gd,TA,No,1173.0,1173.0,Ex,1182,1017,0,0.0,0.0,2,1,3,1,Gd,9,1,2.0,516.0,Normal,129.37698954070032,84.37129300118625,0.5375170532060027,0.1223602484472049,0.1757763975155279,244.33333333333331,17592,10995,0.0,0.0,0.0,0.0,0.0,1,131,11,0.032532223829564756,0.07888828156126157,0.22865192324712783,0.43037531829262776,0.11441103126682263,0.22150937830473424,0.8836490344473555,4.421078684925479e-05
70,1374,RL,67.0,13300,Inside,1Fam,SLvl,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,58.0,384.0,Ex,744,630,0,1.0,0.0,2,1,3,1,Gd,7,1,2.0,400.0,Normal,134.27947598253274,104.94880546075083,0.5414847161572053,0.0559398496240601,0.0860150375939849,196.28571428571428,9618,6870,326.0,0.0,0.0,0.0,0.0,1,100,6,0.02193016602128564,0.02778394774795395,0.052725906556851984,0.23481392577122837,0.11164733228250152,0.3085694933173307,0.9456253243907948,1.492995148041134e-05
71,1335,FV,75.0,9000,Inside,1Fam,1Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,1335.0,1335.0,Ex,1335,0,0,0.0,0.0,2,0,3,1,Gd,6,0,2.0,575.0,Partial,157.60299625468164,78.80149812734082,1.0,0.1483333333333333,0.2122222222222222,222.5,9345,6675,0.0,0.0,0.0,0.0,0.0,1,210,0,0.058185256163398626,0.11522016613575022,0.20771688896685916,0.5416268917273326,0.18430488716720184,0.3228895257756151,0.9233294817485587,0.0001130255028071677
72,1588,RL,78.0,10264,Inside,1Fam,1Story,7,5,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,426.0,1588.0,Ex,1588,0,0,0.0,0.0,2,0,3,1,Gd,6,0,2.0,472.0,Normal,134.76070528967256,67.38035264483628,1.0,0.1547155105222135,0.2007014809041309,264.6666666666667,11116,7940,0.0,1162.0,0.0,0.0,0.0,1,187,7,0.002961034077269675,0.0727015448287782,0.4669393518805349,0.04591700323971703,0.001759738997803153,0.0006166587988249126,0.003735344018121127,0.00015632092264136874
73,1652,RM,64.0,5587,Inside,TwnhsE,1Story,8,5,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,120.0,1600.0,Ex,1652,0,0,1.0,1.0,2,0,2,1,Gd,5,1,2.0,482.0,Partial,237.590799031477,120.6949569495695,1.0,0.2956864148917129,0.3819581170574548,330.4,13216,8260,1480.0,0.0,0.0,0.0,0.0,1,368,0,0.6658690167543677,0.33001259089744217,0.0026287025774852403,0.09152016708044272,0.25518028100333456,0.059129305257355345,0.0035362890073346153,0.5651277440393606
74,2021,RL,168.0,23257,CulDSac,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Ex,Gd,No,868.0,868.0,Ex,887,1134,0,0.0,0.0,2,1,3,1,Gd,9,1,2.0,422.0,Partial,135.93518060366156,95.09345794392524,0.4388916378030678,0.0381390549081996,0.056284129509395,224.55555555555557,14147,10105,0.0,0.0,0.0,0.0,0.0,1,100,0,0.02489276505671448,0.01999647509858657,0.021039349859876724,0.18006691731068053,0.13615485271994482,0.40343652758438964,0.8295325279744119,1.701618541968956e-05
75,1412,RL,73.0,8499,Inside,1Fam,2Story,6,5,None,0.0,TA,TA,PConc,Gd,TA,No,616.0,616.0,Ex,616,796,0,0.0,0.0,2,1,3,1,Gd,6,1,2.0,432.0,Partial,111.14164305949008,77.38264299802762,0.4362606232294617,0.0724791151900223,0.123308624544064,235.33333333333331,8472,7060,0.0,0.0,0.0,0.0,0.0,1,36,0,0.01670873362327197,0.02115944574321114,0.04515460735539111,0.1973005383258389,0.09176284952867439,0.27273399180902697,0.9107444380520731,9.339650246245476e-06
76,1464,RL,49.0,15256,CulDSac,1Fam,1Story,8,5,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,556.0,1485.0,Ex,1464,0,0,1.0,0.0,2,0,3,1,Gd,6,0,3.0,754.0,Normal,193.25273224043715,95.93828416412344,1.0,0.0959622443628736,0.1453854221289984,244.0,11712,7320,929.0,0.0,0.0,0.0,0.0,1,328,0,0.07271987562594635,0.08796203148714893,0.0887253303981234,0.464564298920858,0.2582808510760771,0.5054485709919209,0.9788541054650028,0.00012889772781315064
77,1690,RM,65.0,8850,Corner,1Fam,2.5Unf,7,6,None,0.0,TA,TA,BrkTil,TA,TA,No,815.0,815.0,Ex,815,875,0,0.0,0.0,1,0,3,1,TA,7,1,1.0,225.0,Normal,85.20710059171597,57.48502994011976,0.4822485207100592,0.0920903954802259,0.1175141242937853,241.42857142857144,11830,10140,0.0,0.0,0.0,0.0,0.0,1,330,56,0.9202050907659584,0.3551973980187816,0.008073535946945517,0.31990863682199994,0.8852934845467474,0.49613128330416584,0.06502943943143018,0.07893294980295176
78,1092,RM,21.0,1680,Inside,Twnhs,2Story,6,5,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,525.0,525.0,TA,525,567,0,0.0,0.0,1,1,3,1,TA,6,0,1.0,264.0,Family,80.58608058608058,54.42176870748299,0.4807692307692308,0.3125,0.4696428571428571,182.0,6552,5460,0.0,0.0,0.0,0.0,0.0,1,0,39,0.16247124056457313,0.0924466580217252,0.023898645356963653,0.3934482455337081,0.507422875661184,0.8790156656074545,0.6634751522338181,0.0005520581214091113
79,1012,RH,70.0,9800,Corner,1Fam,1Story,5,5,None,0.0,TA,Fa,BrkTil,TA,TA,No,816.0,816.0,TA,1012,0,0,0.0,0.0,1,0,2,1,TA,5,0,1.0,429.0,Normal,66.699604743083,36.925601750547045,1.0,0.1032653061224489,0.1470408163265306,202.4,5060,5060,0.0,0.0,0.0,0.0,0.0,1,201,60,0.011762872499197987,0.1295578332353909,0.9949340165051596,0.25205709600486587,0.01732095854860532,0.014511162398493177,0.10603706118625338,8.182547924319318e-05
80,1210,RL,140.0,11080,Corner,1Fam,SLvl,6,6,BrkFace,257.0,TA,TA,CBlock,TA,TA,Av,552.0,1128.0,TA,1210,0,0,1.0,0.0,2,0,3,1,TA,6,0,2.0,528.0,Normal,122.31404958677686,63.30196749358426,1.0,0.1092057761732852,0.1568592057761733,201.66666666666663,7260,7260,576.0,0.0,0.0,0.0,0.0,1,0,31,0.13685403539510363,0.034861478010141396,3.4619309535876675e-05,0.0038370215816558974,0.026599012981901645,0.0032180048228083228,4.400326839178687e-05,0.8991632460479873
81,1256,RL,80.0,8000,Inside,1Fam,1Story,5,6,None,0.0,TA,TA,PConc,TA,TA,No,292.0,1256.0,Gd,1256,0,0,1.0,0.0,1,1,3,1,Gd,6,0,1.0,311.0,Normal,126.59235668789808,63.296178343949045,1.0,0.157,0.195875,209.33333333333331,6280,7536,0.0,0.0,476.0,488.0,0.0,1,240,49,0.5104262990565397,0.10761016450139137,0.0019480546211363835,0.16745962691397018,0.7715432650149718,0.6676191553121064,0.07733643755060063,0.01739433042858253
82,1130,RL,60.0,10800,Inside,1Fam,1Story,5,6,None,0.0,TA,TA,BrkTil,TA,TA,No,299.0,1120.0,Ex,1130,0,0,1.0,0.0,1,0,2,1,TA,5,1,2.0,720.0,Normal,106.19469026548671,53.333333333333336,1.0,0.1046296296296296,0.1712962962962963,226.0,5650,6780,0.0,0.0,0.0,821.0,0.0,1,229,56,0.6691812724285009,0.21961390361607627,0.007107956765671731,0.32351925739564874,0.9483749583738336,0.770822583504717,0.13235208904680973,0.02240725687510996
83,858,RL,29.0,7252,CulDSac,1Fam,SFoyer,5,5,None,0.0,TA,TA,CBlock,Gd,TA,Av,173.0,858.0,TA,858,0,0,1.0,0.0,1,0,2,1,TA,5,0,2.0,576.0,Normal,157.22610722610722,78.61305361305361,1.0,0.1183121897407611,0.197738554881412,171.6,4290,4290,685.0,0.0,0.0,0.0,0.0,1,120,27,0.03828622363784864,0.30301199331848144,0.9157131758619514,0.40536405257385844,0.04294672220586609,0.027732946625875547,0.10488123586336164,0.0006212130267940052
84,1188,RL,88.0,14175,Inside,1Fam,1Story,6,8,None,0.0,TA,TA,CBlock,TA,Gd,Gd,212.0,988.0,TA,1188,0,0,1.0,0.0,1,0,1,1,TA,4,1,2.0,621.0,Normal,155.72390572390572,85.01838235294117,1.0,0.0838095238095238,0.1276190476190476,297.0,7128,9504,776.0,0.0,0.0,0.0,0.0,1,422,52,0.07486365507066446,0.4089948002636766,0.8033089153159382,0.6000900559758134,0.09186399059132916,0.06469839226084594,0.18329361407538555,0.0011230187537482666
85,1412,RM,50.0,6000,Inside,1Fam,1.5Fin,6,6,None,0.0,TA,Fa,CBlock,TA,TA,No,780.0,780.0,Ex,825,587,0,0.0,0.0,1,0,4,1,TA,6,1,1.0,280.0,Normal,93.83852691218132,60.447080291970806,0.5842776203966006,0.1375,0.1841666666666666,235.33333333333331,8472,8472,0.0,0.0,0.0,0.0,0.0,1,45,59,0.7823811185921518,0.44296090609053324,0.027636059981038533,0.5803225573532622,0.9856512531687355,0.7148752968446309,0.19083977526124887,0.028326227820950383
86,1040,RL,29.0,7176,CulDSac,1Fam,SLvl,6,6,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,166.0,960.0,Fa,1040,0,0,1.0,0.0,1,0,3,1,TA,6,1,2.0,616.0,Normal,154.32692307692307,80.25,1.0,0.144927536231884,0.2307692307692307,173.33333333333334,6240,6240,794.0,0.0,0.0,0.0,0.0,1,131,28,0.0338838970535056,0.277765151094396,0.936984308560643,0.39017270363852,0.03939590308319657,0.026328193112489347,0.10763842152952459,0.0004934621887137117
87,1376,RL,60.0,8850,Inside,1Fam,1.5Fin,6,7,None,0.0,TA,Gd,PConc,TA,TA,No,768.0,768.0,Ex,752,624,0,0.0,0.0,1,0,3,1,Gd,7,0,2.0,576.0,Normal,119.91279069767442,76.9589552238806,0.5465116279069767,0.0849717514124293,0.1500564971751412,196.57142857142856,8256,9632,0.0,0.0,0.0,0.0,0.0,1,198,57,0.9356387581386084,0.6298648218915758,0.03129475475345653,0.5528495342211993,0.8581690783893364,0.4589375319023573,0.10245462342744886,0.07199297166659964
88,1301,RM,60.0,6911,FR2,1Fam,1Story,5,5,None,0.0,TA,TA,PConc,TA,TA,Mn,740.0,1145.0,TA,1301,0,0,0.0,0.0,1,0,2,1,Fa,5,0,2.0,440.0,Normal,76.86395080707149,40.88307440719542,1.0,0.1882506149616553,0.2519172333960353,260.2,6505,6505,0.0,0.0,0.0,0.0,405.0,1,0,59,0.8373680578954159,0.5158644622882093,0.031560443923030805,0.5999286158913579,0.9583041721612273,0.6337761445316419,0.16578801704340584,0.03757942193948509
89,1629,RL,74.0,13830,Inside,1Fam,2Story,5,5,None,0.0,TA,TA,PConc,Gd,TA,No,137.0,928.0,Gd,928,701,0,0.0,0.0,2,1,3,1,TA,6,1,2.0,482.0,Normal,116.57458563535911,74.26671881110677,0.5696746470227133,0.0671005061460593,0.1019522776572668,271.5,8145,8145,791.0,0.0,0.0,0.0,0.0,1,246,12,0.030982638342158288,0.029919615838484768,0.035738388095727776,0.2393181581226976,0.15325194866036707,0.4122116637849452,0.9179204098191941,2.5475762546356113e-05
90,1761,FV,84.0,10207,Inside,1Fam,2Story,7,6,None,0.0,Gd,TA,PConc,Gd,TA,No,874.0,874.0,Ex,874,887,0,0.0,0.0,3,0,3,1,Gd,7,0,2.0,578.0,Partial,129.40090857467348,86.48007590132828,0.4963089153889835,0.0856275105319878,0.1422553149799157,251.57142857142856,12327,10566,0.0,0.0,0.0,0.0,0.0,1,249,0,0.08417113061608521,0.11728692625632876,0.1257092510725076,0.5484585271840718,0.27026025741054394,0.4799890088435349,0.9620461286277011,0.00018285837121049807
91,936,RL,68.0,10295,FR2,1Fam,1Story,4,6,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,684.0,936.0,TA,936,0,0,0.0,0.0,1,0,2,1,TA,4,0,1.0,288.0,Normal,119.55128205128206,59.77564102564103,1.0,0.0909179213210296,0.1188926663428849,234.0,3744,5616,0.0,0.0,0.0,252.0,0.0,1,16,39,0.10283599285889244,0.053983320410204275,0.016279935540130044,0.28815069978137486,0.38398026490006665,0.7895676268014673,0.670871507491967,0.00022700587276961332
92,1316,RL,66.0,8969,Inside,1Fam,2Story,6,6,None,0.0,TA,TA,BrkTil,TA,TA,No,265.0,644.0,Ex,672,644,0,1.0,0.0,1,0,2,1,TA,6,1,1.0,369.0,Normal,110.1823708206687,73.9795918367347,0.5106382978723404,0.0749247407737763,0.1160664511093767,219.33333333333331,7896,7896,0.0,0.0,379.0,0.0,0.0,1,0,58,0.4231853943458563,0.975502552004818,0.16325777309942782,0.5260727603798663,0.2506974691878106,0.08796156732802493,0.0437416112267564,0.06068789630677778
93,1440,RL,92.0,12108,Inside,Duplex,1Story,4,4,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,1307.0,1440.0,TA,1440,0,0,0.0,0.0,2,0,4,2,Fa,8,0,0.0,0.0,Normal,81.94444444444444,40.97222222222222,1.0,0.1189296333002973,0.1189296333002973,180.0,5760,5760,0.0,133.0,0.0,0.0,0.0,1,0,53,0.08965357858613858,0.5592515808582952,0.53074635500494,0.38089983289612256,0.06048686439058947,0.023997933055974637,0.039564338484596596,0.006039182967909971
94,1524,FV,23.0,2998,Inside,TwnhsE,2Story,6,5,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,403.0,756.0,Ex,768,756,0,0.0,0.0,2,1,2,1,Gd,4,0,2.0,440.0,Normal,108.9238845144357,72.80701754385964,0.5039370078740157,0.2561707805203469,0.4029352901934623,381.0,9144,7620,353.0,0.0,0.0,0.0,0.0,1,32,6,0.14873160235506536,0.24163086900672812,0.20730247000240598,0.7786436794282715,0.3556650422486241,0.4760302038585998,0.8019884746731628,0.000652631616158737
95,1370,RL,125.0,10000,Corner,1Fam,SLvl,5,6,BrkFace,272.0,TA,TA,CBlock,TA,TA,Av,99.0,1058.0,Ex,1370,0,0,1.0,0.0,1,0,3,1,TA,6,1,1.0,300.0,Normal,108.02919708029196,60.95551894563427,1.0,0.137,0.167,228.33333333333331,6850,8220,0.0,0.0,678.0,281.0,0.0,1,191,50,0.4464902105134977,0.152338835904433,0.008514790745252097,0.33741889113180284,0.8648078921071198,0.9483579896810008,0.24215606550785768,0.006521109826620876
96,925,RL,70.0,7000,Corner,1Fam,1Story,5,6,None,0.0,TA,TA,Slab,,,,0.0,0.0,Gd,925,0,0,0.0,0.0,1,0,3,1,TA,7,0,1.0,300.0,Normal,107.02702702702705,107.02702702702705,1.0,0.1321428571428571,0.175,132.14285714285714,4625,5550,0.0,0.0,0.0,0.0,0.0,0,0,46,0.604003491468589,0.1365509976679407,0.0022546588191317534,0.18076737658348627,0.8031814354554377,0.6145474808633464,0.06622628041889907,0.027907214053070773
97,630,RM,21.0,1526,Inside,Twnhs,SFoyer,4,8,None,0.0,TA,Gd,CBlock,Gd,TA,Av,115.0,630.0,TA,630,0,0,1.0,0.0,1,0,1,1,Gd,3,0,1.0,286.0,Normal,136.5079365079365,68.25396825396825,1.0,0.4128440366972477,0.6002621231979031,210.0,2520,5040,515.0,0.0,0.0,0.0,0.0,1,0,7,0.09797733363904504,0.029332042845183842,2.8527705392192336e-05,0.002606493682359789,0.01601723258078334,0.001641025983160851,2.1848412732819044e-05,0.9440505259511687
98,1431,RL,101.0,9150,Corner,1Fam,SLvl,6,5,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,728.0,1099.0,Gd,1431,0,0,0.0,1.0,1,0,3,1,TA,6,1,1.0,296.0,Normal,115.30398322851153,65.21739130434783,1.0,0.1563934426229508,0.1887431693989071,238.5,8586,7155,371.0,0.0,0.0,0.0,0.0,1,174,46,0.2861180180406643,0.0916811008378542,0.0067467839554399495,0.27564815510012913,0.7035799906226416,0.9701225049984311,0.30426510939545887,0.0023044284515562462
